BHK,Rent,Size,Area Type,City,Furnishing Status,Bathroom,Point of Contact
2,20000,1500,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,25000,1950,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
3,14000,1360,Super Area,Hyderabad,Furnished,2,Contact Owner
3,25000,1800,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
2,12500,950,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,12000,780,Carpet Area,Hyderabad,Unfurnished,2,Contact Owner
1,10000,500,Super Area,Hyderabad,Semi-Furnished,1,Contact Owner
2,17000,1050,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
1,15500,600,Carpet Area,Hyderabad,Semi-Furnished,1,Contact Agent
3,65000,1800,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Agent
3,60000,1800,Carpet Area,Hyderabad,Unfurnished,3,Contact Agent
3,45000,1900,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Agent
2,10500,1100,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,9000,200,Super Area,Hyderabad,Unfurnished,1,Contact Owner
3,20000,1400,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
2,20000,1200,Carpet Area,Hyderabad,Semi-Furnished,2,Contact Agent
3,18000,1600,Super Area,Hyderabad,Furnished,3,Contact Owner
2,12000,1150,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,12000,130,Super Area,Hyderabad,Unfurnished,2,Contact Owner
4,120000,3800,Carpet Area,Hyderabad,Semi-Furnished,4,Contact Agent
3,28000,1720,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
1,6000,500,Super Area,Hyderabad,Unfurnished,1,Contact Owner
2,12500,1200,Super Area,Hyderabad,Unfurnished,2,Contact Owner
4,31000,2400,Super Area,Hyderabad,Semi-Furnished,4,Contact Owner
2,7000,800,Super Area,Hyderabad,Furnished,2,Contact Owner
2,22000,1300,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,17500,1400,Super Area,Hyderabad,Furnished,2,Contact Owner
2,14000,650,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,9500,103,Super Area,Hyderabad,Unfurnished,2,Contact Owner
1,7000,950,Super Area,Hyderabad,Semi-Furnished,1,Contact Owner
3,15000,1500,Super Area,Hyderabad,Unfurnished,3,Contact Owner
3,15000,1550,Carpet Area,Hyderabad,Unfurnished,2,Contact Owner
2,10000,140,Super Area,Hyderabad,Unfurnished,2,Contact Owner
3,14000,1800,Super Area,Hyderabad,Unfurnished,2,Contact Owner
4,85000,2550,Carpet Area,Hyderabad,Semi-Furnished,4,Contact Agent
1,5500,500,Super Area,Hyderabad,Unfurnished,1,Contact Owner
2,14000,800,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,10000,800,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,10000,1300,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,13000,600,Super Area,Hyderabad,Unfurnished,2,Contact Owner
3,20000,1000,Super Area,Hyderabad,Unfurnished,3,Contact Owner
3,25000,1000,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Owner
1,7500,500,Super Area,Hyderabad,Semi-Furnished,1,Contact Owner
1,200000,8000,Super Area,Hyderabad,Unfurnished,10,Contact Owner
2,12000,1100,Carpet Area,Hyderabad,Unfurnished,2,Contact Owner
2,9500,1100,Carpet Area,Hyderabad,Unfurnished,2,Contact Owner
2,12000,200,Carpet Area,Hyderabad,Unfurnished,2,Contact Owner
2,10000,1800,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,8000,190,Super Area,Hyderabad,Furnished,2,Contact Owner
3,16000,1350,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,12333,1200,Super Area,Hyderabad,Unfurnished,2,Contact Owner
1,9500,400,Carpet Area,Hyderabad,Unfurnished,1,Contact Owner
2,16000,1200,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,20000,1400,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
3,14000,1300,Carpet Area,Hyderabad,Unfurnished,3,Contact Owner
1,7500,400,Carpet Area,Hyderabad,Unfurnished,1,Contact Owner
1,13900,650,Super Area,Hyderabad,Unfurnished,1,Contact Owner
1,5500,500,Super Area,Hyderabad,Unfurnished,1,Contact Owner
2,9000,875,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
1,4700,850,Super Area,Hyderabad,Unfurnished,2,Contact Owner
3,30000,1730,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
3,16500,1500,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Owner
3,24000,1600,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Owner
2,9500,900,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,12000,925,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,15000,1500,Super Area,Hyderabad,Unfurnished,2,Contact Owner
3,22500,1600,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Owner
3,32000,1300,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Agent
2,10000,1200,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,13000,133,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,7000,950,Super Area,Hyderabad,Unfurnished,2,Contact Owner
3,12000,1200,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
2,7500,950,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,15000,1095,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
1,8000,400,Super Area,Hyderabad,Unfurnished,1,Contact Owner
3,25000,2210,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
3,26000,1450,Super Area,Hyderabad,Semi-Furnished,2,Contact Agent
3,15000,192,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
1,3000,80,Super Area,Hyderabad,Semi-Furnished,1,Contact Owner
2,12500,1315,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,42000,1600,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Agent
2,20000,1450,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,40000,1900,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Agent
3,45000,2600,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Agent
1,8500,450,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,15000,1000,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,9000,100,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,14000,1100,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,11000,1200,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,10000,1400,Super Area,Hyderabad,Unfurnished,2,Contact Owner
3,55000,2000,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Agent
2,10000,1070,Carpet Area,Hyderabad,Unfurnished,2,Contact Owner
2,25000,1450,Carpet Area,Hyderabad,Unfurnished,2,Contact Owner
2,27000,1230,Super Area,Hyderabad,Furnished,2,Contact Owner
2,12000,1000,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
2,16000,1200,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,8000,150,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,14000,850,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,10000,1300,Super Area,Hyderabad,Unfurnished,2,Contact Owner
4,150000,4761,Super Area,Hyderabad,Semi-Furnished,5,Contact Agent
2,16000,1250,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
1,6000,100,Super Area,Hyderabad,Unfurnished,1,Contact Owner
3,26000,1550,Carpet Area,Hyderabad,Unfurnished,2,Contact Owner
2,13000,1300,Carpet Area,Hyderabad,Unfurnished,2,Contact Owner
3,28000,1600,Carpet Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,8500,1200,Super Area,Hyderabad,Unfurnished,3,Contact Owner
2,12500,1200,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,25000,1970,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
2,10000,650,Carpet Area,Hyderabad,Unfurnished,2,Contact Owner
2,12000,1000,Super Area,Hyderabad,Unfurnished,3,Contact Owner
3,15000,1500,Super Area,Hyderabad,Unfurnished,3,Contact Owner
2,6000,1250,Super Area,Hyderabad,Unfurnished,2,Contact Owner
3,30000,1940,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Owner
2,18000,700,Carpet Area,Hyderabad,Unfurnished,2,Contact Owner
2,8500,700,Super Area,Hyderabad,Semi-Furnished,1,Contact Owner
2,7500,100,Super Area,Hyderabad,Unfurnished,2,Contact Owner
1,12000,300,Super Area,Hyderabad,Semi-Furnished,1,Contact Owner
2,15000,980,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,15500,800,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,20000,1250,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,11000,1000,Carpet Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,15000,1000,Super Area,Hyderabad,Unfurnished,2,Contact Owner
3,17000,1800,Carpet Area,Hyderabad,Unfurnished,3,Contact Owner
3,20000,2000,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Owner
3,20000,1500,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
2,12000,1050,Super Area,Hyderabad,Unfurnished,3,Contact Owner
2,25000,1100,Super Area,Hyderabad,Furnished,2,Contact Owner
2,11500,1000,Carpet Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,6500,700,Super Area,Hyderabad,Unfurnished,2,Contact Owner
1,10000,750,Super Area,Hyderabad,Unfurnished,1,Contact Owner
1,6000,450,Super Area,Hyderabad,Unfurnished,1,Contact Owner
3,14000,1000,Super Area,Hyderabad,Unfurnished,2,Contact Owner
3,34000,1500,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Agent
2,15000,1550,Super Area,Hyderabad,Furnished,2,Contact Owner
2,20000,1450,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,9500,650,Carpet Area,Hyderabad,Unfurnished,2,Contact Owner
2,10000,650,Carpet Area,Hyderabad,Unfurnished,2,Contact Owner
3,30000,1500,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Agent
2,13000,900,Super Area,Hyderabad,Furnished,2,Contact Owner
3,45000,1645,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Agent
2,8000,600,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,25000,1250,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,12000,1300,Carpet Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,19000,1000,Carpet Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,22000,1500,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
2,15000,1150,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,15000,110,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,10000,103,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,10000,1050,Carpet Area,Hyderabad,Unfurnished,2,Contact Owner
2,7000,60,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,15000,1170,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,9500,167,Super Area,Hyderabad,Unfurnished,2,Contact Owner
1,6500,500,Super Area,Hyderabad,Semi-Furnished,1,Contact Owner
1,10000,600,Super Area,Hyderabad,Unfurnished,1,Contact Owner
1,8000,600,Super Area,Hyderabad,Unfurnished,1,Contact Owner
1,3300,200,Super Area,Hyderabad,Unfurnished,1,Contact Owner
2,12000,600,Super Area,Hyderabad,Unfurnished,1,Contact Owner
2,20000,900,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,12000,800,Super Area,Hyderabad,Unfurnished,2,Contact Owner
3,20000,1000,Carpet Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,70000,3200,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Agent
2,10000,1400,Super Area,Hyderabad,Furnished,2,Contact Owner
1,8500,550,Super Area,Hyderabad,Unfurnished,1,Contact Owner
1,8000,540,Carpet Area,Hyderabad,Unfurnished,1,Contact Owner
1,8000,400,Super Area,Hyderabad,Unfurnished,1,Contact Owner
2,13000,1225,Super Area,Hyderabad,Unfurnished,2,Contact Owner
3,15500,1430,Carpet Area,Hyderabad,Furnished,2,Contact Owner
2,30000,1200,Super Area,Hyderabad,Furnished,2,Contact Owner
2,10000,1197,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,18000,1150,Carpet Area,Hyderabad,Semi-Furnished,2,Contact Agent
1,12000,500,Super Area,Hyderabad,Semi-Furnished,1,Contact Owner
2,9000,1200,Carpet Area,Hyderabad,Semi-Furnished,2,Contact Owner
1,6000,500,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,32000,1600,Super Area,Hyderabad,Furnished,3,Contact Owner
2,36000,1100,Super Area,Hyderabad,Furnished,2,Contact Owner
2,17000,1220,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,20000,1500,Super Area,Hyderabad,Furnished,3,Contact Owner
1,9000,500,Super Area,Hyderabad,Unfurnished,1,Contact Owner
2,9500,850,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,7000,1000,Super Area,Hyderabad,Unfurnished,2,Contact Owner
3,17000,100,Carpet Area,Hyderabad,Unfurnished,3,Contact Owner
2,19500,1140,Super Area,Hyderabad,Furnished,2,Contact Owner
2,25000,1100,Super Area,Hyderabad,Furnished,2,Contact Owner
3,14000,1400,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,16000,1350,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,15000,180,Carpet Area,Hyderabad,Unfurnished,2,Contact Owner
2,13000,1250,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,12000,1300,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,12000,840,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,7500,1200,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,13000,700,Super Area,Hyderabad,Furnished,2,Contact Owner
4,52000,2700,Super Area,Hyderabad,Furnished,4,Contact Owner
2,22000,1100,Carpet Area,Hyderabad,Furnished,2,Contact Agent
2,18000,1000,Carpet Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,7000,1000,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
3,16500,1600,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
3,13000,1550,Carpet Area,Hyderabad,Unfurnished,3,Contact Owner
1,6000,600,Super Area,Hyderabad,Semi-Furnished,1,Contact Owner
1,6000,500,Super Area,Hyderabad,Semi-Furnished,1,Contact Owner
2,21000,1100,Carpet Area,Hyderabad,Semi-Furnished,2,Contact Agent
3,10000,1000,Carpet Area,Hyderabad,Furnished,2,Contact Owner
2,12000,1000,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,30000,1800,Carpet Area,Hyderabad,Unfurnished,3,Contact Owner
2,15000,1300,Carpet Area,Hyderabad,Semi-Furnished,2,Contact Agent
2,10000,1100,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,9000,950,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,10000,1000,Carpet Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,8000,1200,Super Area,Hyderabad,Unfurnished,2,Contact Owner
6,60000,2800,Super Area,Hyderabad,Furnished,7,Contact Owner
2,8000,550,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,8500,1000,Carpet Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,7500,800,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,5000,600,Super Area,Hyderabad,Unfurnished,1,Contact Owner
3,30000,1800,Carpet Area,Hyderabad,Unfurnished,3,Contact Owner
1,7500,500,Super Area,Hyderabad,Semi-Furnished,1,Contact Owner
2,12000,1000,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,15500,1100,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,26000,1450,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
1,8000,550,Super Area,Hyderabad,Semi-Furnished,1,Contact Owner
2,12000,933,Super Area,Hyderabad,Unfurnished,2,Contact Owner
3,15000,1100,Carpet Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,10000,1030,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,20000,1150,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Owner
2,12500,850,Carpet Area,Hyderabad,Unfurnished,2,Contact Owner
2,18000,1000,Super Area,Hyderabad,Unfurnished,2,Contact Owner
3,21000,1400,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Owner
3,95000,2700,Carpet Area,Hyderabad,Furnished,3,Contact Agent
3,26000,1700,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Owner
3,53000,1742,Super Area,Hyderabad,Semi-Furnished,2,Contact Agent
2,13000,1000,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,12000,1440,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,28000,1600,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
3,57000,1838,Super Area,Hyderabad,Unfurnished,3,Contact Agent
2,10000,1200,Super Area,Hyderabad,Unfurnished,2,Contact Owner
3,21467,200,Super Area,Hyderabad,Unfurnished,1,Contact Owner
1,32000,1050,Carpet Area,Hyderabad,Furnished,1,Contact Agent
1,7000,400,Carpet Area,Hyderabad,Unfurnished,1,Contact Owner
2,30000,1350,Super Area,Hyderabad,Semi-Furnished,2,Contact Agent
3,40000,1960,Super Area,Hyderabad,Unfurnished,3,Contact Agent
1,9000,800,Super Area,Hyderabad,Unfurnished,1,Contact Owner
2,15000,1000,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,18000,1100,Super Area,Hyderabad,Unfurnished,2,Contact Owner
3,25000,1480,Super Area,Hyderabad,Furnished,3,Contact Owner
1,8500,700,Carpet Area,Hyderabad,Unfurnished,1,Contact Owner
3,20000,1500,Super Area,Hyderabad,Furnished,2,Contact Owner
2,12000,1000,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,12500,900,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,25000,1250,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,10000,1100,Super Area,Hyderabad,Unfurnished,3,Contact Owner
3,18000,1300,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,12000,1275,Carpet Area,Hyderabad,Unfurnished,2,Contact Owner
3,13000,1265,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
1,13000,700,Carpet Area,Hyderabad,Unfurnished,1,Contact Owner
2,25000,1150,Super Area,Hyderabad,Furnished,2,Contact Owner
2,9000,850,Carpet Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,10000,1285,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,15000,2000,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
2,20000,1000,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
1,13500,700,Super Area,Hyderabad,Semi-Furnished,1,Contact Owner
3,21000,1100,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,10000,1000,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,10000,800,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,10000,1400,Super Area,Hyderabad,Furnished,2,Contact Owner
2,24000,1350,Carpet Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,13000,1100,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,8000,840,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,55000,1325,Super Area,Hyderabad,Furnished,2,Contact Owner
5,50000,3500,Carpet Area,Hyderabad,Unfurnished,6,Contact Owner
3,32000,1250,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Owner
3,22000,1500,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
2,8500,1050,Carpet Area,Hyderabad,Unfurnished,2,Contact Owner
3,12000,1200,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,15000,1500,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Owner
1,3000,100,Super Area,Hyderabad,Semi-Furnished,1,Contact Owner
3,52000,1742,Super Area,Hyderabad,Semi-Furnished,3,Contact Agent
2,9500,650,Carpet Area,Hyderabad,Unfurnished,2,Contact Owner
3,46000,2235,Carpet Area,Hyderabad,Unfurnished,5,Contact Agent
2,12000,1000,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,8000,175,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,9000,160,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,10000,1200,Super Area,Hyderabad,Furnished,2,Contact Owner
2,39000,1283,Super Area,Hyderabad,Unfurnished,2,Contact Agent
1,9000,600,Super Area,Hyderabad,Semi-Furnished,1,Contact Agent
4,120000,3455,Super Area,Hyderabad,Semi-Furnished,4,Contact Agent
3,25000,1500,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Owner
1,14000,540,Carpet Area,Hyderabad,Unfurnished,1,Contact Agent
1,6000,500,Super Area,Hyderabad,Unfurnished,1,Contact Owner
2,15000,1100,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,8000,1350,Carpet Area,Hyderabad,Unfurnished,2,Contact Owner
1,6000,400,Super Area,Hyderabad,Unfurnished,1,Contact Owner
2,10000,120,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,35000,3050,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
2,16000,400,Super Area,Hyderabad,Unfurnished,3,Contact Owner
2,14000,800,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,10000,90,Super Area,Hyderabad,Unfurnished,1,Contact Owner
1,7000,500,Super Area,Hyderabad,Unfurnished,1,Contact Owner
2,8000,1150,Super Area,Hyderabad,Unfurnished,2,Contact Owner
3,22000,1700,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,12000,1000,Super Area,Hyderabad,Unfurnished,2,Contact Owner
3,10000,1100,Carpet Area,Hyderabad,Semi-Furnished,1,Contact Agent
3,15000,1360,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
1,6500,400,Super Area,Hyderabad,Unfurnished,1,Contact Owner
2,25000,1150,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,12000,700,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
1,9000,100,Carpet Area,Hyderabad,Unfurnished,1,Contact Owner
2,7000,800,Carpet Area,Hyderabad,Unfurnished,2,Contact Owner
2,20000,500,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,9000,900,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,30000,1500,Carpet Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,15500,1600,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
2,10500,1300,Super Area,Hyderabad,Unfurnished,2,Contact Owner
3,16000,1305,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
1,6000,400,Super Area,Hyderabad,Unfurnished,1,Contact Owner
2,15000,600,Super Area,Hyderabad,Furnished,2,Contact Owner
2,21000,1130,Super Area,Hyderabad,Unfurnished,2,Contact Owner
4,400000,7000,Carpet Area,Hyderabad,Semi-Furnished,6,Contact Agent
1,9000,890,Carpet Area,Hyderabad,Semi-Furnished,1,Contact Owner
3,30000,1606,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
1,6500,650,Super Area,Hyderabad,Unfurnished,1,Contact Owner
2,6000,600,Super Area,Hyderabad,Unfurnished,1,Contact Owner
2,45000,1350,Carpet Area,Hyderabad,Furnished,2,Contact Agent
2,15000,1050,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,16000,1600,Super Area,Hyderabad,Unfurnished,3,Contact Owner
3,22000,1840,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
