BHK,Rent,Size,Floor,Area Type,City,Furnishing Status,Bathroom
3,12000,1060,3 out of 4,Super Area,Chennai,Semi-Furnished,2
2,15000,1050,1 out of 2,Super Area,Chennai,Semi-Furnished,2
3,27000,1500,2 out of 4,Carpet Area,Chennai,Unfurnished,3
2,13000,890,1 out of 2,Carpet Area,Chennai,Unfurnished,2
2,9000,700,1 out of 2,Carpet Area,Chennai,Unfurnished,3
3,25000,1146,1 out of 2,Carpet Area,Chennai,Semi-Furnished,2
1,12000,700,1 out of 2,Super Area,Chennai,Semi-Furnished,1
2,18000,800,Ground out of 2,Carpet Area,Chennai,Semi-Furnished,2
2,9500,640,Ground out of 1,Carpet Area,Chennai,Unfurnished,2
2,14000,909,5 out of 14,Super Area,Chennai,Semi-Furnished,2
4,40000,2400,Ground out of 2,Carpet Area,Chennai,Unfurnished,3
4,70000,3800,Ground out of 1,Carpet Area,Chennai,Semi-Furnished,4
2,15000,400,1 out of 3,Super Area,Chennai,Unfurnished,2
2,8500,886,2 out of 3,Super Area,Chennai,Unfurnished,2
3,27500,1570,4 out of 5,Super Area,Chennai,Semi-Furnished,3
2,15000,900,1 out of 2,Super Area,Chennai,Unfurnished,2
1,5000,400,Ground out of 2,Super Area,Chennai,Unfurnished,1
2,26000,1600,Ground out of 2,Super Area,Chennai,Semi-Furnished,2
2,14000,1000,2 out of 3,Super Area,Chennai,Unfurnished,2
2,20000,850,Ground out of 4,Super Area,Chennai,Semi-Furnished,2
2,12000,750,Ground out of 3,Super Area,Chennai,Unfurnished,2
2,17000,750,1 out of 2,Super Area,Chennai,Unfurnished,2
3,75000,2000,3 out of 4,Carpet Area,Chennai,Semi-Furnished,3
3,19500,1270,1 out of 2,Super Area,Chennai,Semi-Furnished,2
2,10000,2000,1 out of 2,Carpet Area,Chennai,Semi-Furnished,2
2,32000,1250,3 out of 7,Super Area,Chennai,Furnished,2
2,15000,1000,Ground out of 2,Super Area,Chennai,Unfurnished,2
3,28000,1050,5 out of 10,Carpet Area,Chennai,Semi-Furnished,3
2,10677,800,5 out of 6,Super Area,Chennai,Semi-Furnished,2
3,50000,1625,8 out of 11,Super Area,Chennai,Furnished,3
3,32500,1535,1 out of 2,Super Area,Chennai,Unfurnished,3
2,23000,850,1 out of 2,Carpet Area,Chennai,Furnished,2
4,75000,3800,3 out of 10,Carpet Area,Hyderabad,Semi-Furnished,4
4,250000,4500,Ground out of 2,Carpet Area,Hyderabad,Semi-Furnished,4
2,10000,1100,1 out of 3,Super Area,Hyderabad,Unfurnished,2
3,60000,3200,1 out of 5,Carpet Area,Hyderabad,Semi-Furnished,3
2,12000,647,2 out of 3,Super Area,Hyderabad,Unfurnished,1
3,48000,1798,7 out of 14,Super Area,Hyderabad,Semi-Furnished,3
3,58000,1700,11 out of 17,Carpet Area,Hyderabad,Furnished,3
2,14000,930,5 out of 5,Super Area,Hyderabad,Semi-Furnished,2
1,7000,150,Ground out of 2,Super Area,Hyderabad,Unfurnished,1
2,13000,1200,3 out of 4,Super Area,Hyderabad,Semi-Furnished,2
2,11000,1250,2 out of 3,Super Area,Hyderabad,Unfurnished,2
2,9500,900,3 out of 4,Super Area,Hyderabad,Semi-Furnished,2
1,7500,500,2 out of 3,Super Area,Hyderabad,Semi-Furnished,1
2,14000,900,Ground out of 2,Carpet Area,Hyderabad,Semi-Furnished,2
2,16000,1100,2 out of 5,Super Area,Hyderabad,Furnished,2
3,18000,1500,4 out of 5,Super Area,Hyderabad,Semi-Furnished,3
1,8200,500,1 out of 3,Super Area,Hyderabad,Unfurnished,1
3,12000,1300,1 out of 4,Carpet Area,Hyderabad,Furnished,3
1,10000,300,10 out of 31,Super Area,Hyderabad,Furnished,1
2,13000,800,1 out of 3,Super Area,Hyderabad,Semi-Furnished,2
3,22000,1400,1 out of 6,Carpet Area,Hyderabad,Semi-Furnished,2
1,10500,500,Ground out of 4,Super Area,Hyderabad,Furnished,1
2,11000,750,3 out of 5,Super Area,Hyderabad,Unfurnished,2
3,20000,1200,2 out of 4,Super Area,Hyderabad,Semi-Furnished,3
3,14000,1350,3 out of 4,Carpet Area,Hyderabad,Semi-Furnished,2
2,12500,1400,Ground out of 4,Super Area,Hyderabad,Unfurnished,2
1,10500,450,3 out of 5,Super Area,Hyderabad,Unfurnished,1
3,30000,2061,1 out of 6,Super Area,Hyderabad,Furnished,3
2,11000,100,2 out of 3,Super Area,Hyderabad,Furnished,2
2,9000,1100,2 out of 2,Super Area,Hyderabad,Semi-Furnished,2
3,35000,1650,5 out of 5,Carpet Area,Hyderabad,Semi-Furnished,3
3,23382,1500,1 out of 1,Super Area,Hyderabad,Semi-Furnished,3
2,9500,1140,3 out of 4,Super Area,Hyderabad,Semi-Furnished,2
2,9000,990,Ground out of 1,Super Area,Hyderabad,Unfurnished,2
3,60000,1700,7 out of 17,Super Area,Hyderabad,Semi-Furnished,3
2,11000,1200,2 out of 4,Super Area,Hyderabad,Unfurnished,2
2,11000,850,1 out of 3,Super Area,Hyderabad,Unfurnished,2
2,11000,900,2 out of 3,Super Area,Hyderabad,Unfurnished,2
2,8000,800,Ground out of 2,Super Area,Hyderabad,Semi-Furnished,2
2,9000,1000,1 out of 2,Super Area,Hyderabad,Unfurnished,2
2,8000,1020,3 out of 4,Super Area,Hyderabad,Semi-Furnished,2
1,5500,300,Ground out of 3,Super Area,Hyderabad,Unfurnished,1
2,12000,1800,Ground out of 2,Super Area,Hyderabad,Semi-Furnished,2
3,25000,919,8 out of 13,Carpet Area,Hyderabad,Semi-Furnished,2
3,23000,25,5 out of 6,Carpet Area,Hyderabad,Semi-Furnished,3
2,12000,1050,1 out of 3,Super Area,Hyderabad,Semi-Furnished,2
2,6500,200,Ground out of 1,Carpet Area,Hyderabad,Unfurnished,2
1,9000,450,1 out of 4,Super Area,Hyderabad,Unfurnished,1
4,25000,1000,15 out of 20,Super Area,Hyderabad,Semi-Furnished,3
3,12500,1250,2 out of 5,Carpet Area,Hyderabad,Semi-Furnished,2
3,45000,1900,9 out of 15,Carpet Area,Hyderabad,Unfurnished,3
2,27000,1500,Ground out of 4,Super Area,Hyderabad,Semi-Furnished,2
3,75000,2395,14 out of 17,Carpet Area,Hyderabad,Semi-Furnished,3
2,9000,1800,1 out of 1,Super Area,Hyderabad,Furnished,2
2,12000,700,3 out of 3,Carpet Area,Hyderabad,Unfurnished,2
3,24000,1700,4 out of 5,Super Area,Hyderabad,Unfurnished,2
2,15000,1200,2 out of 3,Super Area,Hyderabad,Unfurnished,2
3,24000,1600,3 out of 5,Carpet Area,Hyderabad,Semi-Furnished,3
2,12000,745,8 out of 9,Super Area,Hyderabad,Unfurnished,2
3,27000,2210,4 out of 5,Super Area,Hyderabad,Semi-Furnished,3
3,30000,1450,9 out of 13,Carpet Area,Hyderabad,Semi-Furnished,3
3,20000,1400,3 out of 4,Super Area,Hyderabad,Semi-Furnished,3
3,22000,2000,Upper Basement out of 3,Carpet Area,Hyderabad,Furnished,3
4,25000,1815,2 out of 5,Super Area,Hyderabad,Semi-Furnished,3
2,23000,1000,Upper Basement out of 3,Super Area,Hyderabad,Semi-Furnished,1
2,12000,1000,3 out of 3,Super Area,Hyderabad,Unfurnished,2
2,18000,1200,5 out of 6,Super Area,Hyderabad,Unfurnished,3
3,55000,2430,7 out of 9,Super Area,Hyderabad,Semi-Furnished,3
1,5000,140,2 out of 3,Super Area,Hyderabad,Unfurnished,1
2,13000,1200,2 out of 5,Super Area,Hyderabad,Semi-Furnished,2
2,9000,1100,2 out of 4,Super Area,Hyderabad,Unfurnished,3
2,7000,800,1 out of 3,Carpet Area,Hyderabad,Unfurnished,2
3,28000,1500,3 out of 5,Super Area,Hyderabad,Semi-Furnished,3
2,15000,1200,2 out of 5,Super Area,Hyderabad,Semi-Furnished,2
3,14000,1350,2 out of 5,Super Area,Hyderabad,Semi-Furnished,3
5,45000,2300,3 out of 5,Carpet Area,Hyderabad,Unfurnished,3
1,12000,1300,2 out of 4,Super Area,Hyderabad,Furnished,2
2,12500,1000,3 out of 4,Super Area,Hyderabad,Semi-Furnished,2
2,13000,1210,4 out of 5,Super Area,Hyderabad,Unfurnished,2
2,9500,1050,2 out of 3,Super Area,Hyderabad,Unfurnished,2
3,35000,1600,8 out of 10,Carpet Area,Hyderabad,Semi-Furnished,3
1,4000,300,3 out of 3,Super Area,Hyderabad,Unfurnished,1
1,8000,300,4 out of 4,Super Area,Hyderabad,Semi-Furnished,1
2,12500,1010,5 out of 5,Carpet Area,Hyderabad,Unfurnished,2
3,65000,1850,5 out of 5,Carpet Area,Hyderabad,Furnished,3
2,13000,1300,Ground out of 3,Carpet Area,Hyderabad,Semi-Furnished,2
2,12500,1100,3 out of 3,Carpet Area,Hyderabad,Unfurnished,2
3,45000,2200,3 out of 5,Carpet Area,Hyderabad,Semi-Furnished,3
1,6000,500,5 out of 5,Built Area,Hyderabad,Unfurnished,1
3,50000,2290,4 out of 24,Super Area,Hyderabad,Semi-Furnished,3
3,40000,1900,4 out of 5,Carpet Area,Hyderabad,Semi-Furnished,3
3,30000,1600,2 out of 5,Carpet Area,Hyderabad,Semi-Furnished,3
2,7000,800,2 out of 3,Super Area,Hyderabad,Unfurnished,1
3,25000,1600,2 out of 5,Super Area,Hyderabad,Furnished,3
1,9000,500,1 out of 5,Super Area,Hyderabad,Unfurnished,1
3,16000,1500,2 out of 3,Carpet Area,Hyderabad,Furnished,3
1,10500,650,1 out of 3,Super Area,Hyderabad,Semi-Furnished,1
4,100000,3300,Ground out of 14,Carpet Area,Hyderabad,Semi-Furnished,4
2,9000,1200,Ground out of 1,Super Area,Hyderabad,Unfurnished,2
2,11000,800,2 out of 3,Super Area,Hyderabad,Semi-Furnished,2
3,24000,1200,1 out of 3,Super Area,Hyderabad,Semi-Furnished,4
2,12000,1000,2 out of 3,Super Area,Hyderabad,Unfurnished,1
2,20000,1600,1 out of 2,Super Area,Hyderabad,Unfurnished,3
2,24000,1200,1 out of 3,Carpet Area,Hyderabad,Furnished,2
2,12000,1100,2 out of 2,Super Area,Hyderabad,Semi-Furnished,2
3,12000,1250,2 out of 6,Carpet Area,Hyderabad,Semi-Furnished,3
2,10000,1100,Ground out of 2,Carpet Area,Hyderabad,Unfurnished,2
2,45000,1600,1 out of 6,Super Area,Hyderabad,Furnished,2
2,22000,1000,2 out of 2,Super Area,Hyderabad,Semi-Furnished,2
1,6500,455,2 out of 3,Super Area,Hyderabad,Unfurnished,1
3,40000,1473,23 out of 23,Super Area,Hyderabad,Furnished,2
5,300000,4050,Ground out of 5,Super Area,Hyderabad,Unfurnished,4
1,4000,400,Ground out of 1,Super Area,Hyderabad,Unfurnished,1
2,12000,1300,1 out of 2,Super Area,Hyderabad,Semi-Furnished,2
4,27000,2520,2 out of 2,Carpet Area,Hyderabad,Semi-Furnished,5
1,10000,500,2 out of 5,Super Area,Hyderabad,Furnished,1
2,10000,200,Ground out of 2,Super Area,Hyderabad,Unfurnished,1
2,10000,1200,Ground out of 1,Super Area,Hyderabad,Unfurnished,2
3,18000,1950,2 out of 5,Super Area,Hyderabad,Semi-Furnished,3
1,14500,500,2 out of 5,Carpet Area,Hyderabad,Semi-Furnished,1
1,9000,500,3 out of 3,Super Area,Hyderabad,Unfurnished,3
2,14000,1150,1 out of 3,Super Area,Hyderabad,Furnished,2
2,18000,242,Ground out of 4,Super Area,Hyderabad,Unfurnished,2
2,9500,720,5 out of 7,Carpet Area,Hyderabad,Semi-Furnished,2
3,49000,1800,19 out of 30,Super Area,Hyderabad,Unfurnished,3
1,9000,450,1 out of 3,Super Area,Hyderabad,Semi-Furnished,1
2,130000,130,1 out of 1,Super Area,Hyderabad,Unfurnished,2
2,8000,690,2 out of 4,Super Area,Hyderabad,Unfurnished,2
2,13000,1000,2 out of 4,Super Area,Hyderabad,Furnished,2
3,18000,1500,Ground out of 4,Super Area,Hyderabad,Semi-Furnished,2
3,18000,1150,Ground out of 6,Super Area,Hyderabad,Semi-Furnished,3
3,32000,1783,1 out of 5,Super Area,Hyderabad,Semi-Furnished,2
2,15000,900,1 out of 3,Super Area,Hyderabad,Unfurnished,2
3,35000,1725,2 out of 13,Super Area,Hyderabad,Furnished,3
1,6000,680,Ground out of 3,Carpet Area,Hyderabad,Unfurnished,1
1,9000,550,2 out of 3,Super Area,Hyderabad,Semi-Furnished,1
2,9500,1290,1 out of 2,Super Area,Hyderabad,Semi-Furnished,2
2,12500,1450,Ground out of 2,Super Area,Hyderabad,Semi-Furnished,2
2,25000,1300,3 out of 3,Super Area,Hyderabad,Semi-Furnished,2
2,15000,1450,2 out of 4,Super Area,Hyderabad,Semi-Furnished,2
3,38000,1496,10 out of 15,Carpet Area,Hyderabad,Semi-Furnished,2
3,20000,1850,1 out of 5,Super Area,Hyderabad,Semi-Furnished,2
3,15000,1600,2 out of 4,Carpet Area,Hyderabad,Semi-Furnished,3
3,130000,3500,3 out of 5,Carpet Area,Hyderabad,Semi-Furnished,3
3,27000,1850,5 out of 6,Super Area,Hyderabad,Semi-Furnished,3
2,16000,1210,3 out of 5,Super Area,Hyderabad,Unfurnished,2
2,13000,1400,Ground out of 1,Super Area,Hyderabad,Semi-Furnished,2
2,10000,950,Ground out of 4,Super Area,Hyderabad,Semi-Furnished,2
2,10000,878,3 out of 4,Super Area,Hyderabad,Semi-Furnished,2
2,17000,875,2 out of 6,Super Area,Hyderabad,Unfurnished,2
2,12500,300,3 out of 4,Super Area,Hyderabad,Furnished,2
3,25000,1800,4 out of 5,Super Area,Hyderabad,Furnished,3
3,35000,1956,1 out of 9,Super Area,Hyderabad,Semi-Furnished,3
2,12000,800,2 out of 4,Super Area,Hyderabad,Unfurnished,1
2,12000,1175,5 out of 5,Super Area,Hyderabad,Unfurnished,2
2,15000,1080,3 out of 4,Super Area,Hyderabad,Semi-Furnished,2
3,45000,1955,1 out of 19,Super Area,Hyderabad,Unfurnished,3
2,20000,950,1 out of 5,Super Area,Hyderabad,Unfurnished,2
2,15000,800,2 out of 3,Super Area,Hyderabad,Unfurnished,2
2,10000,1090,2 out of 4,Super Area,Hyderabad,Unfurnished,2
3,15000,1450,2 out of 5,Carpet Area,Hyderabad,Semi-Furnished,3
2,19800,1070,3 out of 4,Carpet Area,Hyderabad,Semi-Furnished,2
2,8500,60,3 out of 5,Super Area,Hyderabad,Unfurnished,2
4,130000,3133,14 out of 14,Carpet Area,Hyderabad,Furnished,5
1,8500,900,2 out of 2,Carpet Area,Hyderabad,Unfurnished,1
1,4500,60,1 out of 2,Super Area,Hyderabad,Semi-Furnished,1
2,9000,600,3 out of 4,Super Area,Hyderabad,Unfurnished,2
1,13000,750,3 out of 3,Carpet Area,Hyderabad,Semi-Furnished,1
2,18000,900,2 out of 4,Super Area,Hyderabad,Unfurnished,2
3,26000,1800,2 out of 4,Carpet Area,Hyderabad,Semi-Furnished,3
1,17000,470,3 out of 5,Super Area,Hyderabad,Furnished,1
2,9000,720,1 out of 3,Super Area,Hyderabad,Unfurnished,2
1,8000,450,Ground out of 3,Super Area,Hyderabad,Unfurnished,1
2,10000,600,7 out of 7,Super Area,Hyderabad,Unfurnished,2
2,12000,1100,1 out of 1,Super Area,Hyderabad,Unfurnished,2
2,14000,1300,3 out of 3,Super Area,Hyderabad,Unfurnished,2
2,25000,1500,Ground out of 2,Super Area,Hyderabad,Semi-Furnished,2
2,22000,1200,4 out of 8,Super Area,Hyderabad,Furnished,2
4,45000,3000,3 out of 4,Super Area,Hyderabad,Semi-Furnished,4
3,20000,2000,1 out of 1,Carpet Area,Hyderabad,Semi-Furnished,3
2,16000,800,2 out of 4,Super Area,Hyderabad,Unfurnished,2
3,35000,1000,3 out of 6,Carpet Area,Hyderabad,Semi-Furnished,3
2,15000,1200,2 out of 3,Super Area,Hyderabad,Unfurnished,2
1,5500,400,1 out of 2,Super Area,Hyderabad,Unfurnished,1
3,35000,1250,4 out of 5,Carpet Area,Hyderabad,Unfurnished,2
1,14000,700,5 out of 5,Carpet Area,Hyderabad,Semi-Furnished,1
2,25000,1100,1 out of 5,Super Area,Hyderabad,Furnished,2
4,36000,2050,1 out of 3,Super Area,Hyderabad,Semi-Furnished,2
2,20000,1428,4 out of 8,Super Area,Hyderabad,Semi-Furnished,2
3,30000,1700,3 out of 5,Carpet Area,Hyderabad,Furnished,3
2,12000,1140,2 out of 5,Super Area,Hyderabad,Semi-Furnished,2
2,16000,1000,2 out of 5,Super Area,Hyderabad,Semi-Furnished,2
2,13000,1160,3 out of 5,Super Area,Hyderabad,Unfurnished,2
3,22000,3000,3 out of 5,Carpet Area,Hyderabad,Furnished,2
1,15000,450,1 out of 3,Super Area,Hyderabad,Unfurnished,1
3,14000,1540,2 out of 5,Super Area,Hyderabad,Unfurnished,2
2,8000,1000,2 out of 8,Super Area,Hyderabad,Semi-Furnished,2
3,57000,1417,7 out of 30,Carpet Area,Hyderabad,Furnished,3
3,1200,2100,1 out of 3,Carpet Area,Hyderabad,Furnished,3
2,8000,550,4 out of 4,Carpet Area,Hyderabad,Unfurnished,1
3,15000,1600,1 out of 5,Super Area,Hyderabad,Semi-Furnished,3
2,17000,1200,4 out of 5,Super Area,Hyderabad,Furnished,2
2,12000,500,1 out of 2,Super Area,Hyderabad,Furnished,2
3,25000,1300,Ground out of 5,Carpet Area,Hyderabad,Semi-Furnished,2
2,13000,600,1 out of 3,Super Area,Hyderabad,Unfurnished,1
3,35000,1565,1 out of 6,Carpet Area,Hyderabad,Furnished,3
1,6500,350,2 out of 4,Super Area,Hyderabad,Unfurnished,1
2,11000,1100,1 out of 4,Super Area,Hyderabad,Unfurnished,2
2,25000,1200,1 out of 6,Super Area,Hyderabad,Semi-Furnished,2
3,35000,2000,1 out of 5,Super Area,Hyderabad,Furnished,3
3,27000,2200,3 out of 6,Super Area,Hyderabad,Semi-Furnished,3
3,18000,1400,2 out of 4,Super Area,Hyderabad,Unfurnished,3
3,20000,1950,5 out of 6,Super Area,Hyderabad,Semi-Furnished,3
2,8500,130,1 out of 1,Carpet Area,Hyderabad,Unfurnished,2
2,14000,1300,Ground out of 2,Super Area,Hyderabad,Semi-Furnished,2
3,35000,1675,5 out of 12,Super Area,Hyderabad,Unfurnished,3
2,16000,1135,3 out of 5,Super Area,Hyderabad,Semi-Furnished,2
3,20000,1800,3 out of 4,Super Area,Hyderabad,Unfurnished,2
3,18000,1400,1 out of 5,Super Area,Hyderabad,Furnished,3
4,140000,3698,16 out of 22,Carpet Area,Hyderabad,Semi-Furnished,5
2,10000,950,Ground out of 4,Super Area,Hyderabad,Unfurnished,2
2,12000,650,1 out of 2,Super Area,Hyderabad,Unfurnished,2
1,5300,100,3 out of 3,Carpet Area,Hyderabad,Semi-Furnished,1
2,11000,950,2 out of 3,Carpet Area,Hyderabad,Unfurnished,2
2,12000,1000,1 out of 2,Carpet Area,Hyderabad,Unfurnished,2
2,12000,900,3 out of 4,Carpet Area,Hyderabad,Semi-Furnished,1
3,20000,1800,7 out of 10,Carpet Area,Hyderabad,Semi-Furnished,3
2,13000,1000,2 out of 3,Super Area,Hyderabad,Unfurnished,2
3,22000,1800,2 out of 5,Super Area,Hyderabad,Semi-Furnished,3
2,15000,1000,2 out of 4,Super Area,Hyderabad,Semi-Furnished,2
1,5400,450,1 out of 2,Super Area,Hyderabad,Unfurnished,1
3,16500,1771,2 out of 5,Super Area,Hyderabad,Unfurnished,3
2,12000,1150,4 out of 5,Carpet Area,Hyderabad,Furnished,2
2,8500,1000,2 out of 3,Super Area,Hyderabad,Semi-Furnished,2
2,14000,1050,2 out of 5,Carpet Area,Hyderabad,Semi-Furnished,2
3,15000,1500,2 out of 3,Carpet Area,Hyderabad,Unfurnished,2
2,6000,750,1 out of 2,Super Area,Hyderabad,Unfurnished,2
2,14000,1100,Ground out of 4,Super Area,Hyderabad,Semi-Furnished,2
2,15000,800,Ground out of 3,Super Area,Hyderabad,Unfurnished,2
3,37000,150,1 out of 5,Carpet Area,Hyderabad,Unfurnished,3
1,6500,750,2 out of 3,Super Area,Hyderabad,Unfurnished,1
2,10000,600,2 out of 3,Super Area,Hyderabad,Unfurnished,1
2,12000,1080,2 out of 3,Super Area,Hyderabad,Semi-Furnished,2
2,12000,1100,3 out of 3,Super Area,Hyderabad,Unfurnished,2
2,9000,750,2 out of 3,Super Area,Hyderabad,Semi-Furnished,2
3,60000,2405,10 out of 14,Super Area,Hyderabad,Semi-Furnished,4
2,18000,1248,4 out of 5,Carpet Area,Hyderabad,Semi-Furnished,2
2,14000,1110,2 out of 5,Carpet Area,Hyderabad,Semi-Furnished,2
3,50000,2300,2 out of 5,Carpet Area,Hyderabad,Semi-Furnished,3
2,17000,1000,3 out of 5,Carpet Area,Hyderabad,Furnished,2
2,9000,800,4 out of 5,Super Area,Hyderabad,Unfurnished,2
4,80000,3115,3 out of 3,Super Area,Hyderabad,Furnished,5
1,7500,500,1 out of 2,Super Area,Hyderabad,Unfurnished,1
2,14000,950,5 out of 5,Carpet Area,Hyderabad,Unfurnished,2
2,14000,1374,2 out of 3,Super Area,Hyderabad,Semi-Furnished,2
1,10000,1300,Ground out of 1,Carpet Area,Hyderabad,Furnished,1
2,17000,1150,5 out of 6,Super Area,Hyderabad,Furnished,2
1,6500,450,2 out of 3,Carpet Area,Hyderabad,Semi-Furnished,1
2,10000,927,3 out of 5,Super Area,Hyderabad,Semi-Furnished,2
3,22000,1500,4 out of 5,Super Area,Hyderabad,Unfurnished,3
2,15000,1200,1 out of 3,Super Area,Hyderabad,Unfurnished,2
2,12000,1200,Ground out of 2,Super Area,Hyderabad,Semi-Furnished,2
3,52000,2800,16 out of 19,Carpet Area,Hyderabad,Furnished,3
1,6500,562,3 out of 4,Super Area,Hyderabad,Unfurnished,1
2,20000,1500,1 out of 3,Super Area,Hyderabad,Semi-Furnished,2
3,25000,1950,Ground out of 3,Super Area,Hyderabad,Semi-Furnished,3
3,14000,1360,3 out of 8,Super Area,Hyderabad,Furnished,2
3,25000,1800,1 out of 3,Super Area,Hyderabad,Semi-Furnished,3
2,12500,950,2 out of 8,Super Area,Hyderabad,Semi-Furnished,2
2,12000,780,3 out of 3,Carpet Area,Hyderabad,Unfurnished,2
1,10000,500,1 out of 3,Super Area,Hyderabad,Semi-Furnished,1
2,17000,1050,3 out of 5,Super Area,Hyderabad,Semi-Furnished,2
1,15500,600,Upper Basement out of 5,Carpet Area,Hyderabad,Semi-Furnished,1
3,65000,1800,Ground out of 1,Carpet Area,Hyderabad,Semi-Furnished,3
3,60000,1800,14 out of 30,Carpet Area,Hyderabad,Unfurnished,3
3,45000,1900,4 out of 10,Carpet Area,Hyderabad,Semi-Furnished,3
2,10500,1100,3 out of 5,Super Area,Hyderabad,Unfurnished,2
2,9000,200,2 out of 7,Super Area,Hyderabad,Unfurnished,1
3,20000,1400,3 out of 5,Super Area,Hyderabad,Semi-Furnished,3
2,20000,1200,2 out of 5,Carpet Area,Hyderabad,Semi-Furnished,2
3,18000,1600,2 out of 5,Super Area,Hyderabad,Furnished,3
2,12000,1150,2 out of 5,Super Area,Hyderabad,Semi-Furnished,2
2,12000,130,2 out of 3,Super Area,Hyderabad,Unfurnished,2
4,120000,3800,1 out of 1,Carpet Area,Hyderabad,Semi-Furnished,4
3,28000,1720,4 out of 10,Super Area,Hyderabad,Semi-Furnished,3
1,6000,500,1 out of 3,Super Area,Hyderabad,Unfurnished,1
2,12500,1200,2 out of 6,Super Area,Hyderabad,Unfurnished,2
4,31000,2400,2 out of 4,Super Area,Hyderabad,Semi-Furnished,4
2,7000,800,3 out of 4,Super Area,Hyderabad,Furnished,2
2,22000,1300,4 out of 5,Super Area,Hyderabad,Semi-Furnished,2
2,17500,1400,4 out of 6,Super Area,Hyderabad,Furnished,2
2,14000,650,1 out of 3,Super Area,Hyderabad,Unfurnished,2
2,9500,103,2 out of 4,Super Area,Hyderabad,Unfurnished,2
1,7000,950,1 out of 5,Super Area,Hyderabad,Semi-Furnished,1
3,15000,1500,3 out of 5,Super Area,Hyderabad,Unfurnished,3
3,15000,1550,5 out of 5,Carpet Area,Hyderabad,Unfurnished,2
2,10000,140,2 out of 4,Super Area,Hyderabad,Unfurnished,2
3,14000,1800,1 out of 2,Super Area,Hyderabad,Unfurnished,2
4,85000,2550,2 out of 3,Carpet Area,Hyderabad,Semi-Furnished,4
1,5500,500,Ground out of 3,Super Area,Hyderabad,Unfurnished,1
2,14000,800,Ground out of 3,Super Area,Hyderabad,Semi-Furnished,2
2,10000,800,1 out of 2,Super Area,Hyderabad,Semi-Furnished,2
2,10000,1300,2 out of 4,Super Area,Hyderabad,Unfurnished,2
2,13000,600,2 out of 3,Super Area,Hyderabad,Unfurnished,2
3,20000,1000,2 out of 6,Super Area,Hyderabad,Unfurnished,3
3,25000,1000,1 out of 4,Carpet Area,Hyderabad,Semi-Furnished,3
1,7500,500,2 out of 3,Super Area,Hyderabad,Semi-Furnished,1
1,200000,8000,Ground out of 4,Super Area,Hyderabad,Unfurnished,10
2,12000,1100,2 out of 3,Carpet Area,Hyderabad,Unfurnished,2
2,9500,1100,Ground out of 3,Carpet Area,Hyderabad,Unfurnished,2
2,12000,200,1 out of 1,Carpet Area,Hyderabad,Unfurnished,2
